number,MEDIAN HOUSE VALUE,MEDIAN INCOME,HOUSE MEDIAN AGE,TOTAL ROOM,TOTAL BEDROOMS,POPULATION,HOUSEHOLDS,LATITUDE,LONGITUDE
10174,169200.0,3.7054,28.0,1784.0,440.0,1255.0,433.0,33.87,-117.97
10175,161700.0,3.6006,34.0,2138.0,490.0,1682.0,463.0,33.86,-117.97
10176,174300.0,3.5855,35.0,1691.0,367.0,1265.0,378.0,33.86,-117.97
10177,141700.0,3.6471,12.0,1370.0,367.0,1022.0,296.0,33.86,-117.97
10178,184900.0,3.7813,35.0,2146.0,430.0,1230.0,429.0,33.86,-117.96
10179,183200.0,4.2937,35.0,2181.0,371.0,1249.0,358.0,33.86,-117.96
10180,187500.0,3.7222,35.0,1972.0,367.0,1152.0,356.0,33.87,-117.96
10181,193500.0,4.53,35.0,2375.0,439.0,1343.0,424.0,33.86,-117.95
10182,191400.0,5.2099,35.0,2478.0,431.0,1333.0,427.0,33.86,-117.95
10183,190000.0,3.3516,32.0,2366.0,505.0,1283.0,477.0,33.86,-117.96
10184,256000.0,5.4217,46.0,1747.0,312.0,770.0,296.0,33.88,-117.94
10185,184900.0,4.285,34.0,1599.0,296.0,938.0,307.0,33.87,-117.95
10186,185200.0,4.4784,35.0,1854.0,383.0,1115.0,381.0,33.87,-117.95
10187,55000.0,2.0227,22.0,1432.0,335.0,746.0,296.0,33.87,-117.95
10188,167500.0,3.141,27.0,890.0,289.0,416.0,200.0,33.87,-117.96
10189,175800.0,4.7984,37.0,1785.0,360.0,1155.0,403.0,33.87,-117.96
10190,275000.0,3.6705,34.0,1939.0,355.0,817.0,314.0,33.88,-117.95
10191,194700.0,4.6477,36.0,2824.0,493.0,1394.0,507.0,33.86,-117.94
10192,197500.0,2.1432,33.0,1013.0,312.0,706.0,266.0,33.86,-117.94
10193,195700.0,5.197,36.0,2038.0,343.0,1066.0,346.0,33.86,-117.95
10194,182100.0,4.5774,36.0,1672.0,318.0,1173.0,337.0,33.86,-117.93
10195,184000.0,4.0288,35.0,1216.0,225.0,893.0,228.0,33.86,-117.93
10196,183100.0,4.6964,35.0,1235.0,227.0,875.0,220.0,33.86,-117.94
10197,185600.0,4.75,35.0,2127.0,417.0,1247.0,378.0,33.86,-117.94
10198,240000.0,5.1237,52.0,2157.0,362.0,1001.0,373.0,33.88,-117.93
10199,137500.0,1.4803,10.0,1277.0,488.0,730.0,417.0,33.87,-117.93
10200,187000.0,3.9375,46.0,2066.0,450.0,1275.0,448.0,33.87,-117.94
10201,239300.0,4.3333,35.0,1694.0,296.0,679.0,282.0,33.88,-117.94
10202,191100.0,2.1991,44.0,308.0,87.0,301.0,100.0,33.87,-117.92
10203,162500.0,2.8438,36.0,1125.0,285.0,966.0,257.0,33.87,-117.92
10204,182100.0,2.315,52.0,950.0,229.0,429.0,185.0,33.87,-117.93
10205,241700.0,4.0812,45.0,1306.0,293.0,585.0,260.0,33.88,-117.93
10206,293500.0,7.2893,32.0,2458.0,359.0,967.0,409.0,33.88,-117.93
10207,232500.0,3.75,52.0,1270.0,276.0,609.0,211.0,33.88,-117.92
10208,235600.0,5.2336,34.0,1851.0,291.0,784.0,290.0,33.88,-117.91
10209,243600.0,5.3649,32.0,1683.0,273.0,719.0,263.0,33.88,-117.92
10210,318700.0,5.3986,32.0,1632.0,244.0,575.0,235.0,33.88,-117.92
10211,351900.0,7.875,30.0,1631.0,212.0,523.0,216.0,33.89,-117.91
10212,230400.0,5.2897,35.0,2062.0,353.0,991.0,357.0,33.88,-117.9
10213,215400.0,4.675,34.0,1396.0,245.0,661.0,261.0,33.88,-117.9
10214,218600.0,2.9861,28.0,2315.0,538.0,1360.0,504.0,33.87,-117.9
10215,195200.0,3.4338,34.0,1411.0,292.0,1040.0,299.0,33.87,-117.9
10216,143800.0,2.5,29.0,1121.0,291.0,762.0,276.0,33.87,-117.91
10217,177300.0,2.9076,52.0,2031.0,506.0,1191.0,463.0,33.87,-117.91
10218,119100.0,3.6435,18.0,1616.0,532.0,866.0,496.0,33.89,-117.88
10219,173300.0,4.5,16.0,959.0,176.0,353.0,185.0,33.89,-117.88
10220,162500.0,3.0263,15.0,957.0,360.0,615.0,370.0,33.88,-117.88
10221,175000.0,1.9127,15.0,1655.0,626.0,1549.0,582.0,33.88,-117.89
10222,229600.0,5.3836,33.0,1582.0,256.0,771.0,240.0,33.88,-117.89
10223,243400.0,5.7519,27.0,2091.0,336.0,1037.0,332.0,33.88,-117.89
10224,188200.0,3.0893,25.0,1492.0,439.0,755.0,389.0,33.87,-117.89
10225,202100.0,3.3594,32.0,1133.0,216.0,693.0,228.0,33.87,-117.89
10226,190900.0,5.6409,35.0,1919.0,349.0,1302.0,345.0,33.87,-117.88
10227,148900.0,3.0465,32.0,1569.0,422.0,835.0,386.0,33.87,-117.89
10228,168000.0,3.3472,45.0,1006.0,230.0,1237.0,237.0,33.87,-117.93
10229,155000.0,2.6563,36.0,931.0,279.0,778.0,303.0,33.86,-117.93
10230,186600.0,3.3438,17.0,1627.0,398.0,1216.0,369.0,33.86,-117.93
10231,182500.0,5.5867,35.0,931.0,181.0,516.0,174.0,33.86,-117.93
10232,162500.0,1.7935,29.0,1221.0,371.0,1822.0,326.0,33.87,-117.93
10233,193800.0,3.3008,28.0,1395.0,398.0,1220.0,362.0,33.86,-117.89
10234,165800.0,2.4732,26.0,2296.0,570.0,1415.0,527.0,33.86,-117.91
10235,133900.0,3.6375,26.0,745.0,161.0,247.0,151.0,33.86,-117.92
10236,157800.0,3.055,33.0,1597.0,406.0,1888.0,423.0,33.87,-117.92
10237,176300.0,4.2188,16.0,2434.0,455.0,1017.0,476.0,33.91,-117.87
10238,277300.0,6.5945,21.0,3180.0,434.0,1413.0,391.0,33.9,-117.88
10239,114400.0,3.5333,15.0,1705.0,478.0,759.0,479.0,33.9,-117.88
10240,218400.0,3.0214,19.0,3583.0,911.0,2300.0,871.0,33.89,-117.88
10241,265500.0,3.6946,17.0,3218.0,923.0,1701.0,824.0,33.89,-117.88
10242,270100.0,7.1472,25.0,1142.0,162.0,486.0,150.0,33.89,-117.87
10243,270800.0,6.4514,16.0,2889.0,423.0,1227.0,401.0,33.91,-117.86
10244,285200.0,6.9113,17.0,1452.0,188.0,630.0,194.0,33.9,-117.86
10245,299200.0,7.2478,25.0,3205.0,409.0,1291.0,408.0,33.9,-117.86
10246,280300.0,6.8268,21.0,3181.0,447.0,1416.0,469.0,33.9,-117.87
10247,289800.0,6.6897,22.0,4386.0,593.0,1915.0,592.0,33.89,-117.86
10248,274500.0,6.9612,24.0,2002.0,253.0,820.0,241.0,33.89,-117.86
10249,275000.0,6.4218,19.0,1674.0,243.0,786.0,234.0,33.89,-117.87
10250,201400.0,3.7361,19.0,1621.0,328.0,871.0,322.0,33.88,-117.86
10251,171700.0,2.425,17.0,1441.0,530.0,769.0,456.0,33.89,-117.87
10252,184600.0,3.343,22.0,2340.0,664.0,1382.0,546.0,33.89,-117.87
10253,156900.0,3.025,25.0,1808.0,440.0,1342.0,454.0,33.88,-117.87
10254,183900.0,3.3036,24.0,2655.0,702.0,1519.0,708.0,33.88,-117.87
10255,190700.0,3.5667,28.0,3333.0,752.0,2026.0,722.0,33.88,-117.87
10256,204300.0,3.6417,28.0,2612.0,602.0,1682.0,563.0,33.88,-117.87
10257,254000.0,5.1784,12.0,1600.0,251.0,685.0,256.0,33.87,-117.86
10258,350000.0,5.2949,33.0,45.0,11.0,34.0,10.0,33.85,-117.87
10259,187500.0,4.6806,18.0,329.0,72.0,209.0,71.0,33.86,-117.85
10260,262300.0,5.9639,22.0,4020.0,655.0,1486.0,635.0,33.89,-117.85
10261,288500.0,7.3658,14.0,4753.0,681.0,2138.0,678.0,33.88,-117.85
10262,272200.0,6.5843,20.0,3977.0,540.0,1886.0,541.0,33.88,-117.86
10263,301900.0,5.6549,15.0,5078.0,806.0,2569.0,759.0,33.87,-117.85
10264,260500.0,5.5918,20.0,4026.0,648.0,1997.0,650.0,33.9,-117.85
10265,242200.0,5.2037,25.0,1548.0,256.0,811.0,263.0,33.9,-117.85
10266,226900.0,5.7951,24.0,3935.0,625.0,1912.0,593.0,33.89,-117.84
10267,240600.0,5.7457,24.0,3326.0,503.0,1616.0,494.0,33.89,-117.85
10268,145300.0,3.2083,21.0,1519.0,388.0,1203.0,366.0,33.87,-117.88
10269,324400.0,3.1534,19.0,2232.0,448.0,1149.0,417.0,33.86,-117.87
10270,162400.0,4.6563,7.0,2663.0,642.0,1367.0,677.0,33.87,-117.87
10271,158500.0,2.4929,15.0,1898.0,476.0,1766.0,455.0,33.87,-117.87
10272,297100.0,3.0227,16.0,1332.0,368.0,1534.0,295.0,33.87,-117.87
10273,216000.0,5.6573,19.0,1591.0,279.0,891.0,237.0,33.87,-117.86
10274,200000.0,2.7759,18.0,2705.0,713.0,2726.0,674.0,33.85,-117.88
10275,142800.0,3.4856,28.0,2292.0,531.0,2197.0,509.0,33.86,-117.87
10276,113900.0,3.1667,22.0,1105.0,241.0,971.0,249.0,33.85,-117.88
10277,297900.0,5.8243,13.0,3252.0,583.0,1546.0,557.0,33.89,-117.81
10278,327500.0,7.0526,18.0,1982.0,300.0,1027.0,324.0,33.88,-117.82
10279,238300.0,4.6172,24.0,2168.0,421.0,1050.0,397.0,33.89,-117.82
10280,371700.0,5.3339,19.0,2968.0,503.0,1430.0,459.0,33.88,-117.81
10281,278900.0,4.0714,21.0,3079.0,509.0,1431.0,480.0,33.89,-117.82
10282,246100.0,4.1064,16.0,3471.0,708.0,1769.0,691.0,33.86,-117.78
10283,263700.0,6.4265,16.0,3973.0,595.0,1971.0,575.0,33.87,-117.76
10284,272800.0,6.5755,23.0,2446.0,360.0,1196.0,359.0,33.9,-117.83
10285,299600.0,7.0352,24.0,1723.0,223.0,707.0,219.0,33.9,-117.84
10286,245700.0,4.625,25.0,1737.0,270.0,840.0,265.0,33.89,-117.83
10287,259400.0,6.0132,23.0,2365.0,355.0,1209.0,347.0,33.88,-117.83
10288,264300.0,6.7837,19.0,3544.0,542.0,1787.0,560.0,33.89,-117.84
10289,231700.0,6.9308,18.0,2112.0,340.0,1048.0,315.0,33.88,-117.83
10290,280300.0,6.2185,15.0,5392.0,895.0,2531.0,827.0,33.88,-117.82
10291,243900.0,5.2131,5.0,6971.0,1449.0,3521.0,1423.0,33.87,-117.83
10292,461300.0,9.2327,19.0,2265.0,283.0,904.0,279.0,33.88,-117.81
10293,233500.0,6.0591,19.0,4491.0,680.0,2457.0,702.0,33.87,-117.81
10294,206100.0,4.2566,16.0,5954.0,1281.0,3107.0,1209.0,33.87,-117.8
10295,235000.0,3.5625,18.0,133.0,29.0,95.0,23.0,33.86,-117.81
10296,303000.0,6.3303,14.0,4039.0,669.0,1905.0,670.0,33.92,-117.87
10297,308800.0,5.457,13.0,3292.0,727.0,1565.0,698.0,33.92,-117.88
10298,371800.0,8.0287,11.0,3331.0,410.0,1460.0,416.0,33.92,-117.85
10299,272400.0,6.0571,17.0,4575.0,764.0,2054.0,737.0,33.92,-117.87
10300,306400.0,6.5841,14.0,1956.0,282.0,671.0,269.0,33.93,-117.83
10301,277500.0,4.6315,16.0,5819.0,986.0,2306.0,914.0,33.92,-117.8
10302,357900.0,7.0217,25.0,3121.0,381.0,1278.0,389.0,33.89,-117.8
10303,252600.0,6.0829,17.0,8562.0,1351.0,3822.0,1316.0,33.88,-117.79
10304,169600.0,5.3307,16.0,5609.0,952.0,2624.0,934.0,33.87,-117.78
10305,301900.0,6.6678,16.0,1800.0,238.0,871.0,234.0,33.88,-117.78
10306,268200.0,6.5437,14.0,6239.0,901.0,2923.0,904.0,33.9,-117.78
10307,259300.0,7.5744,25.0,1137.0,170.0,524.0,164.0,33.9,-117.82
10308,354900.0,7.8537,22.0,3760.0,482.0,1485.0,461.0,33.9,-117.8
10309,366300.0,7.4947,4.0,37937.0,5471.0,16122.0,5189.0,33.89,-117.74
10310,307800.0,6.6536,9.0,4838.0,759.0,2090.0,695.0,33.88,-117.76
10311,410200.0,8.1117,8.0,4874.0,627.0,2070.0,619.0,33.88,-117.77
10312,415300.0,8.908799999999998,7.0,9729.0,1210.0,4160.0,1214.0,33.89,-117.78
10313,233000.0,5.6403,23.0,3038.0,470.0,1568.0,438.0,33.85,-117.8
10314,235900.0,6.057,21.0,2603.0,404.0,1350.0,390.0,33.85,-117.82
10315,213500.0,5.2227,18.0,1810.0,305.0,1189.0,326.0,33.85,-117.82
10316,304900.0,5.806,16.0,4151.0,637.0,1558.0,604.0,33.85,-117.8
10317,454300.0,10.1299,25.0,1788.0,203.0,676.0,217.0,33.84,-117.82
10318,460100.0,10.5981,17.0,4343.0,515.0,1605.0,484.0,33.84,-117.81
10319,365300.0,8.3931,9.0,10484.0,1603.0,4005.0,1419.0,33.84,-117.79
10320,335600.0,7.2554,16.0,3781.0,504.0,1665.0,499.0,33.85,-117.78
10321,266000.0,6.1504,16.0,4390.0,660.0,2146.0,633.0,33.86,-117.78
10322,288200.0,7.0592,16.0,3182.0,429.0,1663.0,428.0,33.87,-117.76
10323,380000.0,7.7752,23.0,1986.0,278.0,826.0,260.0,33.81,-117.78
10324,417000.0,9.8074,16.0,3973.0,483.0,1373.0,452.0,33.8,-117.77
10325,231400.0,4.3269,13.0,2021.0,362.0,1081.0,341.0,33.79,-117.8
10326,283200.0,6.67,11.0,10535.0,1620.0,4409.0,1622.0,33.8,-117.79
10327,353100.0,7.3681,13.0,5415.0,827.0,2061.0,714.0,33.85,-117.77
10328,410500.0,8.7124,15.0,3764.0,510.0,1448.0,468.0,33.84,-117.76
10329,270500.0,6.6207,16.0,3491.0,502.0,1496.0,509.0,33.84,-117.75
10330,300700.0,6.4415,15.0,3086.0,457.0,1262.0,436.0,33.83,-117.76
10331,266400.0,6.7274,5.0,4380.0,715.0,1913.0,741.0,33.84,-117.77
10333,388300.0,8.2375,14.0,2452.0,296.0,954.0,275.0,33.83,-117.75
10334,314000.0,6.9544,4.0,5416.0,820.0,1753.0,583.0,33.85,-117.74
10335,413700.0,9.1808,12.0,6208.0,750.0,2443.0,739.0,33.82,-117.78
10337,230700.0,6.0531,25.0,2765.0,475.0,1666.0,474.0,33.8,-117.81
10338,204600.0,4.2564,25.0,5950.0,1155.0,4528.0,1064.0,33.79,-117.81
10339,388700.0,8.846999999999998,14.0,1206.0,142.0,572.0,149.0,33.81,-117.8
10340,290300.0,6.925,18.0,3548.0,474.0,1506.0,449.0,33.78,-117.8
10341,242000.0,4.7804,17.0,4138.0,805.0,2442.0,780.0,33.78,-117.8
10342,237100.0,5.2541,5.0,3178.0,631.0,1467.0,581.0,33.8,-117.69
10343,286900.0,8.4112,16.0,2022.0,254.0,789.0,270.0,33.61,-117.66
10344,256600.0,6.2177,16.0,4065.0,661.0,1962.0,636.0,33.62,-117.66
10345,227400.0,5.7871,24.0,3859.0,661.0,1972.0,624.0,33.61,-117.67
10346,248400.0,6.0471,17.0,3464.0,519.0,1713.0,530.0,33.61,-117.66
10347,274000.0,7.1497,21.0,1932.0,266.0,860.0,286.0,33.61,-117.66
10348,279600.0,6.8667,24.0,1684.0,232.0,781.0,230.0,33.6,-117.66
10349,278100.0,7.5488,25.0,3745.0,522.0,1648.0,496.0,33.6,-117.66
10350,243200.0,6.1401,23.0,3588.0,577.0,1695.0,569.0,33.61,-117.67
10351,143100.0,3.929,16.0,5218.0,1187.0,2701.0,1125.0,33.63,-117.68
10352,257400.0,6.2403,13.0,5830.0,921.0,2897.0,891.0,33.63,-117.68
10353,202200.0,4.4063,9.0,5774.0,1320.0,3086.0,1265.0,33.63,-117.67
10354,186400.0,4.6369,43.0,1911.0,439.0,930.0,433.0,33.77,-117.62
10355,272500.0,5.6346,36.0,1317.0,228.0,531.0,214.0,33.72,-117.6
10356,266000.0,6.7921,25.0,3164.0,449.0,1517.0,453.0,33.6,-117.67
10357,288100.0,7.5791,18.0,4552.0,706.0,1918.0,671.0,33.59,-117.66
10358,314800.0,7.2592,20.0,1213.0,171.0,565.0,170.0,33.6,-117.67
10359,315600.0,7.519599999999999,16.0,3016.0,394.0,1172.0,382.0,33.58,-117.66
10360,280300.0,7.9294,18.0,1614.0,210.0,692.0,209.0,33.57,-117.67
10361,286600.0,8.0082,16.0,4277.0,565.0,1642.0,549.0,33.57,-117.66
10362,197200.0,3.7361,16.0,9653.0,2000.0,4732.0,1922.0,33.62,-117.7
10363,282700.0,6.4598,18.0,4265.0,581.0,2025.0,544.0,33.62,-117.69
10364,248000.0,6.0689,19.0,2962.0,405.0,1295.0,440.0,33.61,-117.68
10365,236200.0,4.0221,16.0,3010.0,580.0,1649.0,538.0,33.61,-117.69
10366,303900.0,7.214699999999999,19.0,3913.0,460.0,1646.0,454.0,33.6,-117.68
10367,234800.0,5.5779,16.0,1538.0,260.0,835.0,259.0,33.65,-117.65
10368,250800.0,6.7079,17.0,3173.0,501.0,1555.0,520.0,33.64,-117.66
10369,164100.0,5.1645,11.0,2722.0,554.0,1565.0,508.0,33.64,-117.67
10370,237900.0,6.2242,13.0,8527.0,1364.0,4597.0,1393.0,33.65,-117.66
10371,251900.0,6.7543,15.0,3485.0,519.0,1740.0,485.0,33.65,-117.65
10372,351300.0,8.4471,16.0,3388.0,425.0,1395.0,427.0,33.63,-117.65
10373,294800.0,7.5426,15.0,4713.0,671.0,2197.0,673.0,33.65,-117.65
10374,223300.0,5.5085,16.0,3299.0,610.0,1967.0,604.0,33.63,-117.66
10375,288700.0,7.781399999999999,10.0,3580.0,491.0,1688.0,467.0,33.65,-117.63
10377,436600.0,8.798,10.0,4814.0,643.0,1808.0,588.0,33.63,-117.64
10378,293200.0,6.1935,11.0,2422.0,429.0,810.0,395.0,33.64,-117.64
10379,216600.0,5.4132,4.0,6842.0,1512.0,3256.0,1439.0,33.65,-117.64
10380,196700.0,3.7139,9.0,4257.0,785.0,1293.0,745.0,33.62,-117.63
10381,238000.0,4.2009,6.0,3068.0,549.0,985.0,536.0,33.63,-117.63
10382,275000.0,6.2899,15.0,2708.0,410.0,1140.0,389.0,33.62,-117.65
10383,184800.0,3.4115,16.0,3970.0,771.0,1202.0,734.0,33.62,-117.64
10384,257800.0,6.1493,16.0,5175.0,799.0,2717.0,813.0,33.62,-117.66
10385,278700.0,6.4114,15.0,5736.0,800.0,2529.0,762.0,33.6,-117.65
10386,247900.0,5.826,14.0,5232.0,810.0,3041.0,839.0,33.61,-117.64
10387,316100.0,5.133,13.0,2319.0,430.0,1004.0,380.0,33.6,-117.65
10388,348000.0,8.161099999999998,4.0,3274.0,383.0,1312.0,390.0,33.59,-117.64
10389,357600.0,9.6986,6.0,4186.0,515.0,1794.0,541.0,33.58,-117.66
10390,195600.0,4.3542,5.0,1998.0,500.0,1185.0,446.0,33.57,-117.65
10391,331400.0,7.8061,2.0,2411.0,354.0,703.0,217.0,33.58,-117.65
10392,214200.0,5.5545,16.0,2483.0,443.0,1357.0,400.0,33.57,-117.66
10393,337900.0,8.0409,8.0,2649.0,340.0,1238.0,354.0,33.59,-117.65
10394,170800.0,4.7981,16.0,2102.0,350.0,1003.0,328.0,33.54,-117.67
10395,181800.0,4.8906,15.0,2423.0,435.0,1366.0,423.0,33.54,-117.67
10396,222300.0,3.7609,6.0,3157.0,721.0,1695.0,710.0,33.55,-117.67
10397,184400.0,4.6863,4.0,3289.0,728.0,1345.0,632.0,33.56,-117.67
10398,286000.0,5.9339,15.0,1743.0,254.0,943.0,274.0,33.51,-117.64
10399,363200.0,7.2648,14.0,1343.0,175.0,650.0,184.0,33.51,-117.64
10400,447400.0,5.136,15.0,426.0,62.0,133.0,45.0,33.52,-117.55
10401,378200.0,10.0765,3.0,2993.0,429.0,991.0,390.0,33.61,-117.59
10403,302000.0,6.8588,3.0,8874.0,1302.0,3191.0,1027.0,33.64,-117.49
10404,279800.0,6.5143,29.0,1223.0,215.0,633.0,204.0,33.67,-117.59
10406,167800.0,5.1589,3.0,1206.0,256.0,563.0,287.0,33.66,-117.59
10407,215000.0,5.2497,4.0,3305.0,644.0,1693.0,597.0,33.66,-117.58
10408,190300.0,5.7709,4.0,2000.0,422.0,833.0,386.0,33.65,-117.58
10409,260800.0,6.0722,4.0,1318.0,218.0,673.0,225.0,33.66,-117.59
10410,151900.0,4.5022,2.0,4860.0,1193.0,2332.0,1073.0,33.65,-117.59
10411,233900.0,6.2464,4.0,3134.0,504.0,1599.0,485.0,33.65,-117.6
10412,284900.0,6.8004,3.0,4541.0,720.0,1600.0,583.0,33.67,-117.61
10413,204000.0,4.6076,6.0,5221.0,1217.0,2597.0,1119.0,33.66,-117.64
10414,182800.0,4.2463,4.0,1793.0,390.0,897.0,386.0,33.65,-117.59
10416,219000.0,6.1078,2.0,4678.0,817.0,1970.0,712.0,33.63,-117.61
10420,402900.0,6.1557,35.0,2556.0,404.0,946.0,399.0,33.41,-117.61
10421,282000.0,4.0313,31.0,3959.0,856.0,1919.0,775.0,33.42,-117.61
10422,309200.0,4.5476,29.0,2193.0,389.0,922.0,387.0,33.41,-117.6
10423,294200.0,6.487,4.0,1812.0,255.0,661.0,211.0,33.47,-117.62
10424,363500.0,5.3705,5.0,3549.0,604.0,1571.0,534.0,33.45,-117.63
10425,310800.0,7.6012,4.0,1969.0,280.0,805.0,271.0,33.47,-117.63
10426,220700.0,4.7237,6.0,950.0,184.0,426.0,186.0,33.45,-117.61
10427,387300.0,6.3401,7.0,7684.0,1088.0,2812.0,1057.0,33.46,-117.63
10428,325500.0,6.2871,26.0,1528.0,234.0,607.0,218.0,33.45,-117.64
10429,249400.0,3.3967,25.0,2174.0,428.0,603.0,352.0,33.42,-117.65
10430,284100.0,4.875,27.0,334.0,56.0,130.0,46.0,33.45,-117.64
10431,247100.0,3.2232,27.0,1835.0,413.0,1221.0,377.0,33.43,-117.62
10432,231000.0,3.3155,27.0,3858.0,1062.0,2321.0,873.0,33.43,-117.62
10433,231300.0,2.7545,24.0,1296.0,384.0,850.0,367.0,33.43,-117.62
10434,370800.0,3.5729,17.0,2737.0,654.0,910.0,492.0,33.4,-117.65
10435,240600.0,4.0647,23.0,4052.0,955.0,1950.0,859.0,33.43,-117.62
10436,187500.0,2.3545,33.0,1150.0,383.0,604.0,317.0,33.43,-117.61
10437,190600.0,3.1029,27.0,1005.0,266.0,460.0,243.0,33.42,-117.62
10438,310000.0,3.1395,27.0,1444.0,412.0,597.0,311.0,33.42,-117.62
10439,243800.0,5.4031,4.0,2369.0,566.0,996.0,435.0,33.45,-117.6
10440,341300.0,4.3897,3.0,5813.0,1264.0,2363.0,1041.0,33.44,-117.59
10441,252100.0,4.0076,22.0,3167.0,743.0,1797.0,642.0,33.4,-117.59
10442,246000.0,5.1298,17.0,2248.0,448.0,878.0,423.0,33.41,-117.59
10443,280600.0,4.665,23.0,2482.0,461.0,1048.0,425.0,33.42,-117.6
10444,346500.0,3.9875,24.0,2303.0,399.0,851.0,379.0,33.43,-117.61
10445,414000.0,5.1439,21.0,3951.0,562.0,1392.0,543.0,33.43,-117.6
10446,346200.0,6.5954,17.0,2036.0,272.0,713.0,265.0,33.44,-117.61
10447,358800.0,6.5964,14.0,3223.0,484.0,1230.0,488.0,33.43,-117.59
10449,277800.0,4.6518,24.0,3571.0,722.0,1409.0,543.0,33.46,-117.67
10451,300000.0,5.3999,18.0,1679.0,271.0,783.0,257.0,33.46,-117.67
10452,288100.0,5.0877,26.0,2073.0,370.0,952.0,340.0,33.46,-117.66
10453,312700.0,5.1024,28.0,1261.0,233.0,609.0,242.0,33.46,-117.66
10455,248800.0,4.3603,16.0,2223.0,454.0,628.0,382.0,33.49,-117.65
10456,271600.0,5.6197,3.0,2516.0,429.0,781.0,337.0,33.49,-117.64
10457,402200.0,5.4188,10.0,3484.0,582.0,1469.0,556.0,33.48,-117.65
10459,353600.0,7.2013,12.0,3619.0,536.0,1506.0,492.0,33.5,-117.63
10460,256000.0,6.3369,4.0,2320.0,405.0,1408.0,477.0,33.47,-117.63
10461,277300.0,6.0873,19.0,7034.0,1139.0,2824.0,1068.0,33.46,-117.65
10462,275900.0,5.6754,12.0,2007.0,397.0,1033.0,373.0,33.48,-117.64
10463,239300.0,5.49,15.0,7468.0,1275.0,3033.0,1217.0,33.45,-117.65
10465,381200.0,5.0044,38.0,3832.0,809.0,1332.0,636.0,33.48,-117.76
10467,420600.0,7.891499999999998,3.0,6388.0,920.0,2129.0,819.0,33.53,-117.73
10468,244800.0,4.9821,13.0,4866.0,812.0,1909.0,733.0,33.54,-117.72
10469,251300.0,5.1129,14.0,1672.0,295.0,704.0,293.0,33.53,-117.72
10470,324000.0,5.133,17.0,3617.0,597.0,1176.0,571.0,33.51,-117.72
10473,295900.0,6.1785,5.0,4549.0,786.0,1238.0,632.0,33.51,-117.73
10474,288100.0,6.4211,19.0,3562.0,439.0,1584.0,470.0,33.6,-117.69
10475,265900.0,6.8154,24.0,1956.0,262.0,969.0,256.0,33.6,-117.68
10476,227000.0,5.4622,17.0,2150.0,361.0,1194.0,335.0,33.6,-117.69
10477,216900.0,3.0461,16.0,2092.0,489.0,877.0,392.0,33.6,-117.7
10478,279500.0,3.475,16.0,2205.0,393.0,1333.0,402.0,33.6,-117.69
10479,332000.0,6.5413,12.0,3258.0,421.0,1464.0,435.0,33.6,-117.69
10480,348100.0,7.9283,13.0,3320.0,426.0,1432.0,431.0,33.59,-117.69
10481,314000.0,8.8636,12.0,3473.0,466.0,1569.0,450.0,33.59,-117.68
10482,330000.0,7.517699999999999,5.0,6678.0,1011.0,2877.0,982.0,33.58,-117.69
10485,285600.0,6.126,7.0,4458.0,731.0,1731.0,704.0,33.47,-117.68
10486,231400.0,5.0527,15.0,1786.0,299.0,727.0,293.0,33.48,-117.68
10487,214500.0,4.245,17.0,2232.0,372.0,1072.0,385.0,33.49,-117.68
10488,106300.0,2.8357,16.0,3084.0,724.0,2557.0,690.0,33.49,-117.68
10489,183300.0,2.1935,15.0,2782.0,579.0,983.0,525.0,33.49,-117.67
10490,250000.0,8.163,10.0,366.0,61.0,128.0,61.0,33.49,-117.67
10492,294300.0,6.3568,18.0,4173.0,625.0,1649.0,634.0,33.49,-117.68
10493,288500.0,6.1815,25.0,3240.0,481.0,1462.0,497.0,33.48,-117.69
10494,305600.0,5.756,13.0,2020.0,378.0,679.0,290.0,33.47,-117.69
10495,189600.0,4.0167,18.0,2626.0,530.0,1302.0,522.0,33.51,-117.66
10496,186300.0,4.4732,16.0,1956.0,346.0,862.0,326.0,33.5,-117.66
10497,120400.0,4.0388,17.0,2112.0,480.0,1893.0,433.0,33.51,-117.67
10498,126400.0,3.4792,18.0,1645.0,393.0,1490.0,355.0,33.51,-117.67
10499,184400.0,2.9762,19.0,1258.0,246.0,545.0,227.0,33.51,-117.67
10500,300000.0,3.86,23.0,3499.0,722.0,1480.0,634.0,33.47,-117.69
10501,320800.0,4.1563,20.0,1577.0,363.0,764.0,333.0,33.47,-117.7
10502,305600.0,3.5915,21.0,2208.0,534.0,1423.0,482.0,33.47,-117.7
10503,243800.0,3.668,19.0,2595.0,621.0,1728.0,571.0,33.47,-117.69
10504,350000.0,3.8403,21.0,1857.0,399.0,881.0,380.0,33.47,-117.7
10506,315500.0,6.065,5.0,2262.0,427.0,1016.0,402.0,33.55,-117.68
10507,341400.0,7.618,5.0,2840.0,403.0,1363.0,403.0,33.54,-117.68
10508,322800.0,5.753,5.0,3621.0,632.0,1546.0,567.0,33.52,-117.68
10509,318300.0,6.8007,9.0,3856.0,571.0,1646.0,576.0,33.55,-117.69
10510,272000.0,6.5394,20.0,1767.0,280.0,801.0,284.0,33.54,-117.69
10511,282900.0,6.0868,17.0,5041.0,778.0,2396.0,801.0,33.53,-117.69
10512,325000.0,3.4455,4.0,2142.0,625.0,1176.0,483.0,33.52,-117.69
